model,well_id,rmse,mae,n_rows,fold
Extra Trees Optimized,206b6193,123.97727342716263,112.27706434982571,8568,2
Extra Trees Optimized,2075c696,56.89317761046411,48.0726648808616,5580,3
Extra Trees Optimized,22c5f93f,32.15818087875684,23.29647702229762,6919,1
Extra Trees Optimized,230eaaa3,27.303481258771495,19.019178897908244,6451,4
Extra Trees Optimized,2364716c,8.331239793036064,6.056024994124395,6093,4
Extra Trees Optimized,23b9beb0,7.711873298677304,5.608298502965974,8790,4
Extra Trees Optimized,24d8997e,2.419313715884866,1.7992044390747421,5188,1
Extra Trees Optimized,25050f63,11.375397859613365,9.337049524905304,7155,5
Extra Trees Optimized,25939962,49.499447298959865,38.798318593468395,6071,5
Extra Trees Optimized,25fd32b3,16.650189617508463,14.491404549943164,4546,1
Extra Trees Optimized,261785ee,48.38981725186791,43.12777524980203,5512,1
Extra Trees Optimized,264feceb,9.61539832037633,6.826004081516091,7408,2
Extra Trees Optimized,26623a50,57.46327408924787,36.00907786111947,7479,2
Extra Trees Optimized,26d3a96a,14.600751537526067,11.995049460874357,6465,5
Extra Trees Optimized,272abef3,51.586475776280224,29.99899351524351,5682,4
Extra Trees Optimized,27300fd5,47.575762243774406,42.46531818896242,7386,3
Extra Trees Optimized,276b012a,27.165043027486863,24.58590468077081,6291,4
Extra Trees Optimized,27c3155b,7.605527252532993,6.444833698021818,6941,4
Extra Trees Optimized,27ebb9b9,53.04911101782889,47.35928653030704,7651,1
Extra Trees Optimized,283269ac,19.892769355305507,16.218675755022023,4567,5
Extra Trees Optimized,28473855,23.01270714225258,17.838683292915945,6620,5
Extra Trees Optimized,28f4eda9,5.138037588454493,3.923515754755493,6824,4
Extra Trees Optimized,29b24409,5.293305346531191,4.274192348851192,7417,4
Extra Trees Optimized,29de15c8,111.14835220027767,74.54427789805794,5164,5
Extra Trees Optimized,2ab29395,10.873303153995455,9.859476665874809,3325,4
Extra Trees Optimized,2ac7cb6b,13.448486145079567,10.614068256024872,6451,5
Extra Trees Optimized,2acc78d4,28.896314028719086,22.608325398104867,6109,3
Extra Trees Optimized,2b034622,6.553338683378229,5.576545570221487,6761,1
Extra Trees Optimized,2b06ad65,4.651721157974181,3.908635680242586,5706,1
Extra Trees Optimized,2b547943,13.332457381852448,10.187218797176257,5131,2
Extra Trees Optimized,2be5c96a,147.4465702167773,125.65272942201493,5753,5
Extra Trees Optimized,2bff06cf,165.23535364869693,114.05255444017938,9174,5
Extra Trees Optimized,2c0c4a4e,5.381585409891468,3.814634272744683,6719,1
Extra Trees Optimized,2cee0cba,78.43263750793355,72.200281605528,7335,3
Extra Trees Optimized,2d0c268a,33.911097241471964,23.412424368498286,6289,4
Extra Trees Optimized,2d179ded,5.793752027791001,4.635635297392277,9225,3
Extra Trees Optimized,2d196986,6.066127355782442,4.374600748686076,8316,3
Extra Trees Optimized,2d2d0c6b,15.669804542752741,11.504824007410814,6967,5
Extra Trees Optimized,2d35f86d,110.64933053021208,48.946064837153116,6628,3
Extra Trees Optimized,2d9f6cb9,7.629064806638818,6.628978683227401,8627,2
Extra Trees Optimized,2ddad940,13.179675312469978,10.727216385309482,6812,3
Extra Trees Optimized,2e29e833,29.41930802343812,21.16994701956136,7254,1
Extra Trees Optimized,2e43c2ea,6.125816259497113,5.104889341132558,7349,4
Extra Trees Optimized,2e63d9de,63.439580870254595,42.43485451166044,6505,1
Extra Trees Optimized,2ee0235b,14.534959426432499,12.349409642239372,7256,4
Extra Trees Optimized,2f19d536,37.365232828458026,26.051461400551517,4744,3
Extra Trees Optimized,2f8e53c3,9.999630078666293,6.834325531814745,4133,4
Extra Trees Optimized,2fa01aa6,20.462353618529498,17.352347034024106,3860,2
Extra Trees Optimized,2fd68f7b,53.27101933110057,35.087448735799136,6381,2
Extra Trees Optimized,2fe023be,14.34631330024347,12.759627543966893,6060,3
Extra Trees Optimized,30d75030,43.86119147905674,31.342709425169737,5009,3
Extra Trees Optimized,310c71a5,9.863283359669335,7.584780704721275,6988,4
Extra Trees Optimized,32fe84c9,158.75575662534484,120.20066628198234,8163,5
Extra Trees Optimized,33c40295,7.897532260365782,6.219311550707115,5989,2
Extra Trees Optimized,3407f5bf,7.402663611540092,5.006821795926371,5309,5
Extra Trees Optimized,3417285d,43.16862507157913,37.26611328012389,7458,1
Extra Trees Optimized,347242c8,79.41537713452435,62.052123441125836,5437,3
Extra Trees Optimized,353e5502,80.16381582766704,70.06150001337015,7901,3
Extra Trees Optimized,357c12f9,20.8285141777753,16.629510448584004,5770,1
Extra Trees Optimized,3584a6eb,3.872273166535063,3.294775655933564,6150,4
Extra Trees Optimized,35b30c7f,128.317897281126,96.85784473944094,11270,3
Extra Trees Optimized,35b3ef6a,27.92055954631357,22.2366236316427,5736,4
Extra Trees Optimized,367456ce,42.16916470085062,34.48901931815737,7312,5
Extra Trees Optimized,368131f9,65.9279755895199,42.140015217030225,6568,1
Extra Trees Optimized,368fe682,64.74306057367367,54.87917353242721,6416,5
Extra Trees Optimized,3690a146,3.1451205003894698,2.519143816556443,5761,4
Extra Trees Optimized,37344c2a,28.365819576790248,24.28927603949449,6943,3
Extra Trees Optimized,373ef48b,8.59480287721325,5.696009452682754,4992,5
Extra Trees Optimized,374be387,24.511023578662645,18.762935153460695,11802,2
Extra Trees Optimized,37d36812,29.270904883496353,20.362862221962487,6017,5
Extra Trees Optimized,38991fd4,8.829622980000634,6.796968183705952,6545,5
Extra Trees Optimized,389ae58f,51.19448702484756,46.378896396726404,8201,4
Extra Trees Optimized,3932faa6,8.14004796978209,5.87714669250583,7388,4
Extra Trees Optimized,398dce4b,4.541199487032072,3.1092282456418716,5005,2
Extra Trees Optimized,39b51819,136.80401349123065,117.0752968534664,6382,5
Extra Trees Optimized,3a0af893,95.96752169661629,88.99589313532383,4580,1
Extra Trees Optimized,3a223519,10.07105745854734,7.112459883861043,6581,2
Extra Trees Optimized,3a7dd95d,604.7068187759114,593.3289133281309,4320,4
Extra Trees Optimized,3a824aa7,6.385326719071169,5.769215781280996,5678,5
Extra Trees Optimized,3a86fe8d,30.942508125391765,24.61365400752853,6572,2
Extra Trees Optimized,3aaa2b30,39.986228241899525,24.37808706231998,6396,4
Extra Trees Optimized,3ac16ad0,4.898490597198808,3.515947487606862,7412,1
Extra Trees Optimized,3b21ea64,73.69461143905387,64.57546521350159,9103,1
Extra Trees Optimized,3bbe1f5d,5.3157270899284015,4.277611505922363,8184,3
Extra Trees Optimized,3bfee975,29.02915461295025,24.6464057377976,5088,5
Extra Trees Optimized,3c3dbcbc,49.10719805652085,41.00079185264858,6911,5
Extra Trees Optimized,3d96d897,5.231181220667118,4.47564145704605,7147,2
Extra Trees Optimized,3df4b19e,6.5940387610213325,5.730879688947302,6658,4
Extra Trees Optimized,3e011332,6.507822504132945,5.092722664998065,4842,4
Extra Trees Optimized,3e678ea7,48.87973833714539,45.47850641551518,8737,4
Extra Trees Optimized,3ef6372a,6.059772006381855,4.9271363140409195,6666,3
Extra Trees Optimized,3ef98781,34.29105654528233,20.832540374730712,5343,3
Extra Trees Optimized,3f603129,9.292411861061368,6.901861185734585,6599,1
Extra Trees Optimized,404c4384,1.7576917967231287,1.496223928196552,2612,4
Extra Trees Optimized,4121c517,48.327187404746425,32.27525098751381,5471,2
Extra Trees Optimized,41fb0192,7.321417370877852,5.425479144898931,4381,2
Extra Trees Optimized,42669188,13.273778935796312,9.399359053812548,6080,4
Extra Trees Optimized,42c538a1,315.83161031936197,300.7188521208633,4762,1
Extra Trees Optimized,43b06c70,42.125768513236345,16.164806113044296,6590,1
Extra Trees Optimized,43c7f85a,2.5914296920538593,1.8546301788138035,7484,4
Extra Trees Optimized,43e16325,115.60204975228868,101.00875727956505,5845,5
Extra Trees Optimized,44441e54,16.071704747010436,12.009399984149395,5568,4
Extra Trees Optimized,445af6c2,6.108023565415419,5.170497827437987,7998,5
Extra Trees Optimized,4463446c,255.4580771619955,221.24614980470895,4729,4
Extra Trees Optimized,44a94013,17.84223567687965,14.077053775213846,6492,2
Extra Trees Optimized,45fb3e21,22.11657879598446,17.993003047617982,5626,1
Extra Trees Optimized,460f859e,16.787875740552526,12.920242207495926,4982,3
Extra Trees Optimized,4630ab92,100.14725066661975,67.86227970543906,5307,5
Extra Trees Optimized,463c38f2,5.951212772449213,4.848183258507974,6048,3
Extra Trees Optimized,4654e7de,11.59839238017676,9.841184552367778,7010,5
Extra Trees Optimized,466fc788,10.757560140546174,9.61631321198886,7767,2
Extra Trees Optimized,46a301e9,88.7386319138785,73.52614285081007,9962,2
Extra Trees Optimized,46a7190b,6.6144139166411335,4.809819101253969,5646,5
Extra Trees Optimized,46d24a09,7.263824181392053,6.052599457731691,6123,5
Extra Trees Optimized,46d41ff6,53.00753211624113,44.4889218943959,9226,5
Extra Trees Optimized,46dfcfca,4.341451817971043,3.378199038652981,4921,1
Extra Trees Optimized,47222616,8.404162953692802,6.435038359180827,5835,3
Extra Trees Optimized,47ee27ab,61.481639399132945,28.169873532513567,8274,3
Extra Trees Optimized,481de5fc,6.398078623074536,4.26445904664734,7694,2
Extra Trees Optimized,48c1f673,17.397154268855232,12.3570149295483,4666,4
Extra Trees Optimized,4936af16,29.16915467931733,21.05581961214529,5559,2
Extra Trees Optimized,493b5b31,16.28979389099481,12.544467936223075,6884,4
Extra Trees Optimized,49dbc14c,5.603748426711065,3.56558331197794,5198,2
Extra Trees Optimized,4a035ec2,12.654303611769917,9.67934784668764,4522,3
Extra Trees Optimized,4a335117,26.10813050882264,23.662143742472033,6727,3
Extra Trees Optimized,4a8ecc0b,60.95059151935671,49.25655827597564,7374,2
Extra Trees Optimized,4b462989,10.109749494273098,7.395707987462723,4738,2
Extra Trees Optimized,4b831d20,12.800716886518913,6.285885355643154,9433,1
Extra Trees Optimized,4c2208f5,11.796846793635543,9.581057781508694,7248,1
Extra Trees Optimized,4c3168cf,40.63270991355527,34.604675784390516,5959,5
Extra Trees Optimized,4c3df468,29.77019771383346,14.088784020830614,6903,3
Extra Trees Optimized,4caa7289,6.722443592299537,5.654520942880013,6854,1
Extra Trees Optimized,4cd1ac61,69.13465434342658,41.62267781777578,6709,1
Extra Trees Optimized,4cecf7b3,30.252884284275343,19.96459022595477,7676,5
Extra Trees Optimized,4ddde4c1,10.837520600807366,8.47356785285212,6417,4
Extra Trees Optimized,4e050c92,3.2927167854740707,2.5226660680961897,5236,4
Extra Trees Optimized,4ed93db6,4.738865262238056,3.740124888291743,6496,4
Extra Trees Optimized,4f3eb9e9,30.25790815486684,19.66270580981388,5911,2
Extra Trees Optimized,4f4ac5ce,135.99078046676345,120.06375863351023,6899,5
Extra Trees Optimized,4f4afcc6,11.214016979323066,9.32125816267044,7184,1
Extra Trees Optimized,4f69febf,3.9989428738787045,2.23687623372029,7599,4
Extra Trees Optimized,4fbe9c06,5.397993153702051,4.0806235833871245,7938,1
Extra Trees Optimized,504c8b08,5.090068775259614,4.217585271840963,8012,2
Extra Trees Optimized,511e1db0,113.78713229005966,72.66696665268935,5645,2
Extra Trees Optimized,512943b2,34.36627557738401,20.719426263903888,6681,2
Extra Trees Optimized,5138a660,21.178811508167687,19.550514314246016,4829,3
Extra Trees Optimized,516088b7,62.70209118982893,55.49970729684915,8300,1
Extra Trees Optimized,521a7819,5.625245526806002,3.85835492404324,7224,4
Extra Trees Optimized,5254b6db,5.056903400272016,4.2310688717838,5115,3
Extra Trees Optimized,529e88ca,31.593957210870613,23.71119563459299,5253,2
Extra Trees Optimized,52f1e77a,7.199319289000959,5.885498157507872,6053,5
Extra Trees Optimized,5305524b,4.769907273011692,3.3604955785806485,6457,1
Extra Trees Optimized,53134831,28.242354928008123,21.763393970560305,7214,5
Extra Trees Optimized,5397ceb1,198.19609039692605,139.507761318586,6811,2
Extra Trees Optimized,53f23031,5.69759357195573,3.693553854755611,10200,1
Extra Trees Optimized,543198e8,114.1134668363362,79.91782274728008,8311,5
Extra Trees Optimized,54753541,16.86070642018789,13.614432152493476,5679,3
Extra Trees Optimized,54a7e3c2,16.887811057739643,13.59858163698712,7893,1
Extra Trees Optimized,5542c301,6.021564581515707,4.319269859046827,5433,1
Extra Trees Optimized,5567d551,30.639734891749402,20.364781413630798,8390,5
Extra Trees Optimized,55efee7f,19.260383680121816,15.292805862075546,6577,4
Extra Trees Optimized,5663b2b7,2.8503720891777937,1.5139256696512389,6907,3
Extra Trees Optimized,5693dde2,97.57717790105481,89.04136067855237,4846,1
Extra Trees Optimized,56b00794,19.66368792587562,12.450423378031216,7293,1
Extra Trees Optimized,57796579,9.524880735997188,7.796479114233189,7622,5
Extra Trees Optimized,577eec7c,12.698377809022793,9.87250220725544,6085,2
Extra Trees Optimized,57f05c51,3.347353874613086,2.6516280412492272,6478,3
Extra Trees Optimized,58850d2c,21.962964070325476,11.841617663729489,6918,2
Extra Trees Optimized,58fa8486,7.660977175164717,4.091542068677916,6126,4
Extra Trees Optimized,591cc951,10.278640536899692,8.563469964046616,6669,4
Extra Trees Optimized,593876b6,29.901059387091507,14.159982940912348,6366,4
Extra Trees Optimized,59f8b2e8,140.58219301110188,86.30015470242817,5668,1
Extra Trees Optimized,5a1a8fd8,23.679183556210578,18.687823372365877,6814,1
Extra Trees Optimized,5a5269a9,23.309273035623637,17.18609327700113,8053,2
Extra Trees Optimized,5a5d1982,4.048315251663907,2.9108158341071952,5446,1
Extra Trees Optimized,5a63b5d1,31.08730436849051,18.80783128468218,8052,5
Extra Trees Optimized,5aa03df7,34.78451538420978,32.12408308072942,6752,4
Extra Trees Optimized,5aa403d0,9.846069427029535,6.315690747261227,4702,4
Extra Trees Optimized,5aef5c6c,111.20473890091077,80.52421854470504,4853,2
Extra Trees Optimized,5b7b6324,121.42128099545533,116.02396407336461,8197,1
Extra Trees Optimized,5bd25f59,33.44649788567784,24.08666006494832,6120,1
Extra Trees Optimized,5beded95,7.532420222886813,5.024211858414981,4779,1
Extra Trees Optimized,5cb483ac,10.728593944931763,8.59905612563777,5206,4
Extra Trees Optimized,5cdd8dbc,7.742568093851939,5.946999492979515,5751,1
Extra Trees Optimized,5d11dfb5,25.47025531026048,23.63397265372354,7643,3
Extra Trees Optimized,5d7198fd,93.54524431245362,86.74855181352147,4797,4
Extra Trees Optimized,5def1ce5,14.088523740302081,10.43539008413731,7997,1
Extra Trees Optimized,5eae34a8,144.00613504542784,124.22614627682043,6652,1
Extra Trees Optimized,5f4d2a52,97.43264700406806,71.44645797932274,7112,5
Extra Trees Optimized,5f6756c5,153.2629386665134,142.5367112092356,8064,4
Extra Trees Optimized,5f75f796,22.233888943429402,15.41849668384026,7324,2
Extra Trees Optimized,5fb1c15f,17.20780558989724,13.064502286448826,4857,3
Extra Trees Optimized,5fffa282,20.475216733819597,18.698191658209534,6223,2
Extra Trees Optimized,60e37807,5.526297689542807,3.1837093272259454,4641,2
Extra Trees Optimized,61f27424,8.49477912680523,6.851078083887431,8341,3
Extra Trees Optimized,62569ae3,89.06110314115429,81.77984909881937,5242,1
Extra Trees Optimized,62a6f539,5.531074937085056,4.133903638585396,5253,5
Extra Trees Optimized,633774dc,19.284727390405276,14.593364219990363,7972,2
Extra Trees Optimized,63559d57,12.922007689566952,10.538204931559633,5810,3
Extra Trees Optimized,647f2a41,16.888042441331628,13.99726437469352,5836,2
Extra Trees Optimized,65156b96,42.22380367170949,30.85929208450064,5046,2
Extra Trees Optimized,653612bc,112.79447391663027,106.01782534864228,5946,3
Extra Trees Optimized,656a067b,34.44186280440814,22.063861157399543,4896,2
Extra Trees Optimized,65a5466a,29.98659805262253,24.095889780782272,6117,2
Extra Trees Optimized,660d9546,47.25930530316369,36.09327740401799,6140,2
Extra Trees Optimized,6767c111,19.077635929539845,13.961412581811102,8354,2
Extra Trees Optimized,67847288,5.323845501811986,3.7364151225136224,9174,4
Extra Trees Optimized,67a8da4a,20.66869926681005,11.793975660335368,6645,5
Extra Trees Optimized,684a6fc1,5.688673295756527,3.2274826948933732,11449,5
Extra Trees Optimized,698930d1,22.714240689088562,17.65821547446855,6498,2
Extra Trees Optimized,699ea575,4.487325771403302,3.7017881015324408,5474,4
Extra Trees Optimized,69c1bdad,16.240156936177502,12.074366838036658,4645,2
Extra Trees Optimized,69e41fa6,19.100695437939187,15.700718403472465,7167,3
Extra Trees Optimized,6a0ff78e,6.375535356359945,4.435127421799758,7890,2
Extra Trees Optimized,6a8fa194,104.05190239664363,49.80420689997252,4657,5
Extra Trees Optimized,6ae68655,10.829262491256898,6.750886731851685,5948,5
Extra Trees Optimized,6d1d74e1,35.04262843917669,15.903595098333717,7316,1
Extra Trees Optimized,6d590e26,251.77558241596404,210.5326917891621,7842,2
Extra Trees Optimized,6d6d93af,58.59571672781627,52.338927792597545,5305,3
Extra Trees Optimized,6dbe4b60,51.45778045942015,26.588378140392116,6673,2
Extra Trees Optimized,6e6d122c,52.57718245902887,21.267297344139305,7083,3
Extra Trees Optimized,6e9ccd38,10.188724321231735,6.844920634317344,9619,5
Extra Trees Optimized,6ea22614,26.365458185015658,21.15142101113821,7894,1
Extra Trees Optimized,6ede926a,8.287662089577717,6.562689166251973,6621,2
Extra Trees Optimized,708caea9,11.14885473552382,8.712032030607526,8482,4
Extra Trees Optimized,70925e23,28.239907431978846,25.416123252194406,8072,3
Extra Trees Optimized,70e1788b,30.409600563608393,26.450810865692656,11338,4
Extra Trees Optimized,71642c7d,47.169216775182065,41.89850237751983,6657,5
Extra Trees Optimized,71ccf778,12.850957195768943,10.197582450790215,4623,5
Extra Trees Optimized,7224331b,16.248248363132983,14.795099441183615,7566,5
Extra Trees Optimized,722cf0d8,10.556395760901491,8.697774505873479,7275,3
Extra Trees Optimized,7256229b,63.995297352311226,29.401988139927944,6972,2
Extra Trees Optimized,726f3dc2,12.607486513931038,10.755771400833616,8619,5
Extra Trees Optimized,7271dd80,6.734304376230101,5.375338542198402,5765,2
Extra Trees Optimized,727a3a10,5.581600001501842,4.123164512869809,6342,3
Extra Trees Optimized,729665c0,48.621630919305204,41.0724305748287,5775,5
Extra Trees Optimized,729e9750,6.666158466401307,4.805182413207806,7427,1
Extra Trees Optimized,729f4217,8.459628628047211,6.090692662663001,7592,1
Extra Trees Optimized,72dd8501,20.698171612728768,17.033056743093205,6928,3
Extra Trees Optimized,73348914,29.133736114998484,23.87328226422371,5686,2
Extra Trees Optimized,739a914f,160.0104812230904,118.52111537843427,7319,2
Extra Trees Optimized,73b1447d,16.7957813960712,12.86772402224881,7522,1
Extra Trees Optimized,74b6186b,10.651290808009843,8.884128303700248,5148,3
Extra Trees Optimized,75c20ec7,98.865525059654,83.12847549752568,7205,3
Extra Trees Optimized,75cd5f11,8.638386391771814,7.014094471009511,6410,1
Extra Trees Optimized,75d20a82,4.192737037916987,2.1790135737832794,7002,2
Extra Trees Optimized,76201745,19.169774828977772,13.438993547653562,5858,4
Extra Trees Optimized,764072a5,10.376017006165148,8.633081693974445,4594,1
Extra Trees Optimized,77b0d905,4.885566411887988,3.779493708565539,5923,5
Extra Trees Optimized,77e4821c,26.972356446072464,20.91150433988318,6540,4
Extra Trees Optimized,7850c72e,131.71380940907432,121.34006585305589,7712,5
Extra Trees Optimized,78a4a386,12.014083050133225,9.587451498287908,6246,1
Extra Trees Optimized,79507629,9.877902662054462,8.094418224800757,7320,1
Extra Trees Optimized,796dbd4c,36.50685125585802,21.09168355957082,8069,3
Extra Trees Optimized,7987f2f2,73.9626083984536,63.88992785985407,5714,2
Extra Trees Optimized,7993a768,17.335883181589686,12.518113011042313,7047,4
Extra Trees Optimized,7a5660b0,67.32906929663004,60.232507189144094,6936,4
Extra Trees Optimized,7acda2df,8.774374452964546,5.835283600533962,4552,4
Extra Trees Optimized,7b2c7b3c,7.3120865186739685,5.842192430701533,4231,1
Extra Trees Optimized,7b38844c,29.19667569035421,22.773916949557126,5197,3
Extra Trees Optimized,7bb17b96,10.484500314588727,8.80489888795586,5295,1
Extra Trees Optimized,7c607683,3.1295239544444233,2.2053238422725263,7001,3
Extra Trees Optimized,7cbbd047,48.87093655146371,41.70278857543785,6790,4
Extra Trees Optimized,7cd4bb31,3.4049283233875403,2.6637107731732623,7959,4
Extra Trees Optimized,7d50373e,8.447839501884568,6.30664478450231,6494,1
Extra Trees Optimized,7d57c75d,99.76743336577537,85.73331380258219,6147,5
Extra Trees Optimized,7e208414,56.84644944145086,47.39284703966428,5732,3
Extra Trees Optimized,7e721392,44.684383138250176,25.688140016825457,8301,4
Extra Trees Optimized,7ff89f8f,10.227443295850549,6.891767890664454,9539,3
Extra Trees Optimized,8050c789,14.965755688648679,12.371844539897085,4940,4
Extra Trees Optimized,807f0298,18.401396067880178,13.853599630657872,5499,5
Extra Trees Optimized,811f52b3,6.555508174100236,5.249487809792016,6674,1
Extra Trees Optimized,81bf5923,11.706281971977475,10.25580071234877,6386,2
Extra Trees Optimized,81fc01c6,14.868672437381377,12.361225257933603,7655,2
Extra Trees Optimized,8255c867,8.45463257953307,7.133442192581804,5338,2
Extra Trees Optimized,82aab6d2,30.579962496276455,26.967391353051,7889,4
Extra Trees Optimized,82fcf37c,2.2984471017666332,1.7589044029509162,7397,2
Extra Trees Optimized,833af382,15.645703669035518,13.06140925315301,5377,5
Extra Trees Optimized,8382f4b6,28.726353729636184,25.191346378745884,6680,5
Extra Trees Optimized,84633df4,10.826855634228398,9.113681400893716,6719,1
Extra Trees Optimized,8478df29,18.751828985050338,15.41446855218511,6698,4
Extra Trees Optimized,84815d5a,55.849723939894496,42.952023775573466,5286,5
Extra Trees Optimized,84c3b497,82.3952336958387,70.49001668821599,6887,4
Extra Trees Optimized,85380836,7.667161420554931,6.189315257010665,8175,3
Extra Trees Optimized,8612b37f,66.01757130255095,33.55239925827013,6807,3
Extra Trees Optimized,861e71df,36.66791083550588,26.631294177181985,6284,1
Extra Trees Optimized,86454a6f,63.413188863688944,43.71124197353037,9100,5
Extra Trees Optimized,8648abae,146.7919786574923,134.18354804741955,6086,3
Extra Trees Optimized,865033f8,4.869508432120307,3.929966898114854,5303,4
Extra Trees Optimized,87695469,83.46894369047416,50.48146491931462,8654,1
Extra Trees Optimized,877ed19c,439.59989130859054,404.58992601573965,5631,4
Extra Trees Optimized,87aa3730,7.98525768187792,7.136420452883482,7293,5
Extra Trees Optimized,884ecb5f,8.811436809648825,6.291619346589328,8054,1
Extra Trees Optimized,8902c3f6,25.716790086089485,21.320600537167028,6533,2
Extra Trees Optimized,896d15b9,106.90812645621396,98.63982182698969,5698,1
Extra Trees Optimized,8995c945,25.059374965042444,22.135027552481482,8198,5
Extra Trees Optimized,89969c7a,34.19427071612887,26.1927674268177,6317,2
Extra Trees Optimized,89f1085d,191.72463407516193,171.06954319606865,7497,3
Extra Trees Optimized,89f36adf,58.42182218862878,52.61227940875491,7041,2
Extra Trees Optimized,89fdb2f2,4.157096552545613,3.784306004266545,3570,3
Extra Trees Optimized,8a3da6d1,129.33809177627597,86.7179510051098,6334,1
Extra Trees Optimized,8a89da23,14.507619295835585,11.871946274550394,5575,1
Extra Trees Optimized,8a9c8932,73.0534702241431,63.204137758811854,6344,3
Extra Trees Optimized,8ac2f237,14.832853135973975,12.483507077302823,6775,2
Extra Trees Optimized,8b12bab6,34.072802362388856,28.336218472261773,6980,1
Extra Trees Optimized,8b5be31b,36.179282120800835,20.29080625937803,7439,2
Extra Trees Optimized,8b95d6d1,14.179202234571902,11.210812609505156,2783,5
Extra Trees Optimized,8b9d8326,83.32100123776314,45.465528457559266,7832,5
Extra Trees Optimized,8bb9c1e6,14.39076238268923,11.969994938309577,6382,1
Extra Trees Optimized,8bda1a11,6.469538895652698,5.207622028198964,7438,3
Extra Trees Optimized,8bfa881d,33.94896916481977,30.18284323113558,5843,1
Extra Trees Optimized,8c167025,103.43610841438583,64.20613754713732,7113,4
Extra Trees Optimized,8c8348e8,36.04317980117374,31.223057624756006,5581,2
Extra Trees Optimized,8cc21f01,55.79954187892005,40.493143045442004,5806,4
Extra Trees Optimized,8cc800b3,437.3823702290377,365.16679693336874,8091,5
Extra Trees Optimized,8d5d46d7,11.163958031675017,10.079480329016361,7282,2
Extra Trees Optimized,8d92cb49,12.146008950326006,10.536586570456304,4839,5
Extra Trees Optimized,8f201368,5.9207329595625655,4.772525904969493,8151,2
Extra Trees Optimized,90386ee4,4.168680235389912,2.9098702126182636,5304,2
Extra Trees Optimized,91abc4c7,50.40310953419909,35.395347134242265,7787,3
Extra Trees Optimized,91b301ce,35.58639938665743,23.244185542994583,8512,3
Extra Trees Optimized,91db7070,349.63593585032396,317.0043002551129,5646,5
Extra Trees Optimized,925a7cd1,33.481126235553944,19.403683666617745,6501,3
Extra Trees Optimized,9283ae69,138.30460697676787,116.68527286930414,5118,2
Extra Trees Optimized,9298ad5b,64.14817299876924,59.21971265155753,5807,1
Extra Trees Optimized,9314ff13,30.521666283244585,26.106733295077245,4494,5
Extra Trees Optimized,93209a3d,49.542897550885016,31.554887469832458,6300,1
Extra Trees Optimized,939d9c34,135.4245242096822,110.72193319497129,6627,4
Extra Trees Optimized,93f5d2e6,7.47661373401279,5.662863511319543,5171,5
Extra Trees Optimized,940a48d9,23.274720050663774,16.977614756320037,5627,4
Extra Trees Optimized,940e709a,159.37075403912527,136.7774422816896,4989,2
Extra Trees Optimized,9426ec1e,9.692705236568601,9.047295780116722,3923,4
Extra Trees Optimized,94467f50,48.16063896830595,37.32364216724665,5116,1
Extra Trees Optimized,944f36b9,15.305038794357182,11.868229913979656,6035,2
Extra Trees Optimized,94d813a4,26.306662484064773,17.8445493419548,6591,5
Extra Trees Optimized,95b559e7,22.637839244618647,19.902749751082876,4638,4
Extra Trees Optimized,95c8427f,6.872976985830094,5.654956505082381,8051,3
Extra Trees Optimized,96936c22,6.514569594170022,4.468395158844212,4997,5
Extra Trees Optimized,96ae5806,252.73080229105184,213.47444921530087,11527,5
Extra Trees Optimized,96b7eea1,27.325954067692383,24.00490004850154,6078,1
Extra Trees Optimized,9719aa04,10.569307491686962,6.69186754207622,6665,1
Extra Trees Optimized,974802e7,18.079599443318067,12.541436690677534,7537,3
Extra Trees Optimized,97cd5bf9,10.785461137645619,6.917680811103853,5099,1
Extra Trees Optimized,98177ced,17.20751726837042,10.996626019946374,6789,5
Extra Trees Optimized,9896fc0b,31.15839524846597,26.486564009443153,5109,4
Extra Trees Optimized,98bc6f66,5.387786972986726,4.459578482158722,7720,5
Extra Trees Optimized,992c99e8,8.931567450752791,7.546919066831643,6740,2
Extra Trees Optimized,992ce078,8.148016252361286,6.023449649968398,4661,1
Extra Trees Optimized,99529c45,40.87767136888523,29.336119246985838,7591,4
Extra Trees Optimized,995ff498,6.92644484600321,5.906390048940794,6127,3
Extra Trees Optimized,999daf80,24.245187333094904,20.36634574424716,5439,2
Extra Trees Optimized,9a6b0392,56.793779112259486,48.691589886303014,5802,3
Extra Trees Optimized,9a8ae0d6,27.929644475933497,22.98679119476268,7835,1
Extra Trees Optimized,9a95e33f,99.05705231286946,52.76812542223462,8156,4
Extra Trees Optimized,9ab94eeb,125.91348314025524,108.93814126048905,6372,5
Extra Trees Optimized,9ad5410a,47.698513106430426,32.80902350649718,5749,1
Extra Trees Optimized,9ae248be,20.018960096437212,16.99654703454281,6655,2
Extra Trees Optimized,9af1ffd0,18.137411095219488,12.547890948017969,5454,5
Extra Trees Optimized,9b5b61c1,18.433857970128113,14.955932172738278,7215,1
Extra Trees Optimized,9b9e3b49,160.62685954280192,135.722548006075,6875,2
Extra Trees Optimized,9bd2bba3,2.763335280136868,2.2702680248421228,9092,3
Extra Trees Optimized,9c211c53,24.677803384803102,17.625080607162158,8842,1
Extra Trees Optimized,9c350a6a,364.20212204141444,339.3569423793384,7794,3
Extra Trees Optimized,9c8375f7,6.434399395808155,5.70975194251097,5432,2
